<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.12	17:45:00	4685.72	4685.72	4678.21	4678.49	1787	0	29
2026.05.12	17:50:00	4678.48	4678.89	4671.03	4676.90	1938	0	29
2026.05.12	17:55:00	4676.72	4677.92	4669.74	4672.84	1910	0	29
2026.05.12	18:00:00	4672.87	4676.10	4667.11	4669.26	1872	0	29
2026.05.12	18:05:00	4669.49	4674.31	4667.39	4672.80	1884	0	29
2026.05.12	18:10:00	4672.81	4672.81	4664.31	4664.47	1799	0	29
2026.05.12	18:15:00	4664.44	4666.11	4659.13	4662.25	1914	0	29
2026.05.12	18:20:00	4662.25	4662.49	4638.64	4642.88	2077	0	29
2026.05.12	18:25:00	4642.95	4656.67	4638.39	4655.94	2009	0	29
2026.05.12	18:30:00	4656.04	4664.13	4653.92	4662.91	1966	0	29
2026.05.12	18:35:00	4662.89	4667.97	4659.44	4667.08	1759	0	29
2026.05.12	18:40:00	4667.07	4667.78	4663.55	4665.57	1673	0	29
2026.05.12	18:45:00	4665.57	4669.20	4664.41	4666.10	1695	0	29
2026.05.12	18:50:00	4666.07	4668.79	4664.53	4667.98	1642	0	29
2026.05.12	18:55:00	4667.81	4670.09	4665.34	4666.00	1609	0	29
2026.05.12	19:00:00	4666.00	4671.54	4664.11	4670.83	1699	0	29
2026.05.12	19:05:00	4670.89	4671.46	4668.41	4668.96	1582	0	29
2026.05.12	19:10:00	4668.96	4673.08	4668.37	4671.83	1416	0	29
2026.05.12	19:15:00	4671.84	4675.00	4670.83	4671.70	1441	0	29
2026.05.12	19:20:00	4671.69	4672.94	4666.80	4667.46	1480	0	29
2026.05.12	19:25:00	4667.43	4669.60	4666.26	4668.22	1398	0	29
2026.05.12	19:30:00	4668.18	4668.80	4664.99	4668.39	1503	0	29
2026.05.12	19:35:00	4668.41	4670.55	4667.45	4670.37	1505	0	29
2026.05.12	19:40:00	4670.35	4671.57	4668.28	4669.75	1444	0	29
2026.05.12	19:45:00	4669.77	4670.32	4666.76	4669.85	1449	0	29
2026.05.12	19:50:00	4669.81	4672.15	4668.38	4670.18	1435	0	29
2026.05.12	19:55:00	4670.16	4674.27	4669.57	4671.12	1472	0	29
2026.05.12	20:00:00	4671.11	4677.56	4671.11	4676.17	1393	0	29
2026.05.12	20:05:00	4676.18	4679.58	4675.81	4678.30	1428	0	29
2026.05.12	20:10:00	4678.30	4678.97	4674.94	4677.17	1425	0	29
2026.05.12	20:15:00	4677.17	4680.90	4677.02	4680.07	1473	0	29
2026.05.12	20:20:00	4680.06	4681.13	4679.35	4680.41	1491	0	29
2026.05.12	20:25:00	4680.39	4682.35	4678.72	4679.30	1374	0	29
2026.05.12	20:30:00	4679.13	4680.13	4676.73	4678.70	1311	0	29
2026.05.12	20:35:00	4678.70	4678.96	4676.03	4678.88	1342	0	29
2026.05.12	20:40:00	4678.80	4680.62	4677.29	4679.66	1230	0	29
2026.05.12	20:45:00	4679.66	4679.94	4677.99	4678.47	1157	0	29
2026.05.12	20:50:00	4678.50	4679.95	4677.73	4679.53	1227	0	29
2026.05.12	20:55:00	4679.52	4680.47	4678.00	4678.81	1107	0	29
2026.05.12	21:00:00	4678.79	4683.54	4677.98	4678.70	1364	0	29
2026.05.12	21:05:00	4678.74	4680.24	4676.22	4680.09	1550	0	29
2026.05.12	21:10:00	4680.08	4681.67	4678.05	4681.27	1331	0	29
2026.05.12	21:15:00	4681.28	4682.59	4679.87	4682.29	1367	0	29
2026.05.12	21:20:00	4682.30	4684.54	4682.07	4682.46	1305	0	29
2026.05.12	21:25:00	4682.46	4687.61	4682.46	4685.22	1453	0	29
2026.05.12	21:30:00	4685.21	4690.39	4684.76	4690.16	1371	0	29
2026.05.12	21:35:00	4690.17	4693.10	4689.29	4691.23	1292	0	29
2026.05.12	21:40:00	4691.13	4697.46	4690.89	4695.18	1582	0	29
2026.05.12	21:45:00	4695.18	4695.66	4690.63	4691.36	1604	0	29
2026.05.12	21:50:00	4691.35	4698.09	4691.35	4696.87	1340	0	29
2026.05.12	21:55:00	4696.87	4697.63	4695.34	4695.91	1395	0	29
2026.05.12	22:00:00	4695.91	4699.31	4695.91	4697.05	1333	0	29
2026.05.12	22:05:00	4697.07	4699.97	4696.27	4698.74	1248	0	29
2026.05.12	22:10:00	4698.74	4702.50	4698.18	4699.94	1381	0	29
2026.05.12	22:15:00	4699.94	4702.51	4699.04	4702.06	1428	0	29
2026.05.12	22:20:00	4702.06	4703.76	4700.06	4702.93	1228	0	29
2026.05.12	22:25:00	4702.94	4704.47	4702.67	4703.45	1076	0	29
2026.05.12	22:30:00	4703.46	4709.25	4703.46	4708.85	1319	0	29
2026.05.12	22:35:00	4708.83	4710.38	4708.23	4708.24	1256	0	29
2026.05.12	22:40:00	4708.27	4709.88	4707.19	4709.35	1244	0	29
2026.05.12	22:45:00	4709.34	4710.74	4709.09	4709.70	1067	0	29
2026.05.12	22:50:00	4709.76	4713.69	4709.46	4712.55	1459	0	29
2026.05.12	22:55:00	4712.56	4715.62	4712.23	4715.61	1598	0	29
2026.05.12	23:00:00	4715.26	4719.26	4713.12	4713.60	1155	0	29
2026.05.12	23:05:00	4713.63	4714.94	4712.16	4713.93	914	0	29
2026.05.12	23:10:00	4713.91	4714.72	4712.41	4713.40	793	0	29
2026.05.12	23:15:00	4713.45	4716.19	4713.35	4713.72	669	0	29
2026.05.12	23:20:00	4713.72	4713.96	4712.47	4713.90	800	0	29
2026.05.12	23:25:00	4713.90	4714.27	4712.73	4713.18	624	0	29
2026.05.12	23:30:00	4713.17	4714.85	4712.98	4713.76	592	0	34
2026.05.12	23:35:00	4713.76	4715.12	4712.75	4714.13	585	0	34
2026.05.12	23:40:00	4714.14	4715.45	4712.17	4714.70	600	0	34
2026.05.12	23:45:00	4714.75	4715.59	4713.10	4715.21	681	0	34
2026.05.12	23:50:00	4715.28	4715.73	4713.21	4713.44	676	0	34
2026.05.12	23:55:00	4713.61	4714.99	4713.23	4714.99	395	0	34
2026.05.13	01:00:00	4715.89	4721.27	4714.81	4720.14	977	0	34
2026.05.13	01:05:00	4720.18	4720.27	4712.76	4713.92	848	0	34
2026.05.13	01:10:00	4713.77	4715.35	4712.47	4714.71	831	0	34
2026.05.13	01:15:00	4714.71	4716.90	4713.70	4716.90	836	0	34
2026.05.13	01:20:00	4716.90	4719.28	4715.47	4716.20	846	0	34
2026.05.13	01:25:00	4716.18	4717.55	4714.85	4717.08	564	0	34
2026.05.13	01:30:00	4717.11	4720.50	4716.25	4718.70	692	0	29
2026.05.13	01:35:00	4718.70	4719.77	4716.39	4718.12	682	0	29
2026.05.13	01:40:00	4718.15	4718.78	4715.51	4716.37	665	0	29
2026.05.13	01:45:00	4716.39	4718.17	4716.37	4717.07	540	0	29
2026.05.13	01:50:00	4717.11	4722.41	4716.88	4721.11	940	0	29
2026.05.13	01:55:00	4721.11	4721.20	4716.87	4716.95	736	0	29
2026.05.13	02:00:00	4716.94	4720.94	4715.91	4720.37	1021	0	29
2026.05.13	02:05:00	4720.36	4723.22	4717.90	4720.14	1043	0	29
2026.05.13	02:10:00	4720.09	4721.73	4717.22	4717.66	1001	0	29
2026.05.13	02:15:00	4717.66	4720.29	4717.39	4717.40	834	0	29
2026.05.13	02:20:00	4717.38	4722.67	4717.38	4722.63	922	0	29
2026.05.13	02:25:00	4722.63	4723.85	4719.32	4720.21	1030	0	29
2026.05.13	02:30:00	4720.23	4721.54	4718.76	4719.00	1045	0	29
2026.05.13	02:35:00	4719.00	4721.66	4716.21	4720.45	1045	0	29
2026.05.13	02:40:00	4720.46	4721.30	4717.65	4721.15	841	0	29
2026.05.13	02:45:00	4721.16	4723.45	4715.29	4715.98	1384	0	29
2026.05.13	02:50:00	4716.03	4719.77	4715.55	4717.58	1172	0	29
2026.05.13	02:55:00	4717.58	4718.54	4715.68	4716.91	986	0	29
2026.05.13	03:00:00	4717.04	4725.26	4714.93	4724.69	1496	0	29
2026.05.13	03:05:00	4724.75	4726.77	4720.68	4721.17	1569	0	29
2026.05.13	03:10:00	4721.22	4724.10	4720.16	4720.31	1418	0	29
2026.05.13	03:15:00	4720.31	4725.44	4720.10	4724.47	1471	0	29
2026.05.13	03:20:00	4724.48	4726.22	4723.33	4724.77	1450	0	29
2026.05.13	03:25:00	4724.77	4725.11	4720.62	4722.53	1152	0	29
2026.05.13	03:30:00	4722.42	4723.88	4719.47	4720.36	1274	0	29
2026.05.13	03:35:00	4720.37	4722.37	4717.02	4722.24	1276	0	29
2026.05.13	03:40:00	4722.33	4725.20	4719.97	4720.39	1264	0	29
2026.05.13	03:45:00	4720.36	4720.39	4716.59	4716.89	1235	0	29
2026.05.13	03:50:00	4716.90	4720.14	4715.15	4716.79	1193	0	29
2026.05.13	03:55:00	4716.83	4718.31	4714.21	4714.51	1336	0	29
2026.05.13	04:00:00	4714.80	4717.00	4707.77	4711.70	1930	0	29
2026.05.13	04:05:00	4711.69	4713.34	4707.41	4713.25	1633	0	29
2026.05.13	04:10:00	4713.22	4716.22	4709.38	4709.55	1558	0	29
2026.05.13	04:15:00	4709.52	4710.68	4704.85	4706.50	1615	0	29
2026.05.13	04:20:00	4706.49	4709.93	4704.98	4707.54	1497	0	29
2026.05.13	04:25:00	4707.55	4707.91	4702.90	4704.46	1395	0	29
2026.05.13	04:30:00	4704.45	4705.51	4702.70	4704.87	1555	0	29
2026.05.13	04:35:00	4704.88	4706.81	4701.77	4705.82	1575	0	29
2026.05.13	04:40:00	4705.87	4710.44	4704.38	4708.86	1370	0	29
2026.05.13	04:45:00	4708.91	4710.66	4706.70	4709.83	1366	0	29
2026.05.13	04:50:00	4709.83	4710.08	4705.97	4706.23	1260	0	29
2026.05.13	04:55:00	4706.26	4706.59	4701.10	4702.47	1366	0	29
2026.05.13	05:00:00	4702.48	4707.58	4701.76	4706.38	1357	0	29
2026.05.13	05:05:00	4706.32	4706.93	4699.05	4699.54	1415	0	29
2026.05.13	05:10:00	4699.58	4703.63	4699.39	4701.48	1236	0	29
2026.05.13	05:15:00	4701.46	4703.50	4698.95	4702.88	991	0	29
2026.05.13	05:20:00	4702.89	4704.02	4701.18	4703.11	904	0	29
2026.05.13	05:25:00	4703.19	4703.90	4698.28	4700.32	1058	0	29
2026.05.13	05:30:00	4700.37	4700.38	4695.75	4696.18	1490	0	29
2026.05.13	05:35:00	4696.18	4698.50	4694.83	4694.92	1362	0	29
2026.05.13	05:40:00	4694.86	4697.70	4694.02	4694.43	1412	0	29
2026.05.13	05:45:00	4694.42	4696.52	4692.87	4696.52	1464	0	29
2026.05.13	05:50:00	4696.52	4697.05	4688.96	4689.02	1512	0	29
2026.05.13	05:55:00	4689.10	4693.50	4687.58	4691.89	1469	0	29
2026.05.13	06:00:00	4691.85	4693.65	4688.85	4692.79	1431	0	29
2026.05.13	06:05:00	4692.81	4693.43	4688.99	4689.47	1187	0	29
2026.05.13	06:10:00	4689.49	4694.40	4689.07	4692.28	1207	0	29
2026.05.13	06:15:00	4692.29	4694.34	4691.12	4693.98	1067	0	29
2026.05.13	06:20:00	4693.99	4696.04	4693.97	4695.13	1061	0	29
2026.05.13	06:25:00	4695.12	4700.69	4695.05	4700.60	1018	0	29
2026.05.13	06:30:00	4700.64	4704.21	4700.19	4703.58	1099	0	29
2026.05.13	06:35:00	4703.57	4705.85	4703.01	4704.18	939	0	29
2026.05.13	06:40:00	4704.17	4705.30	4703.31	4703.90	691	0	29
2026.05.13	06:45:00	4703.89	4704.79	4702.21	4702.54	964	0	29
2026.05.13	06:50:00	4702.40	4702.57	4696.84	4697.28	958	0	29
2026.05.13	06:55:00	4697.28	4697.70	4694.27	4695.96	952	0	29
2026.05.13	07:00:00	4695.96	4698.13	4695.44	4697.47	907	0	29
2026.05.13	07:05:00	4697.45	4698.87	4695.65	4696.58	931	0	29
2026.05.13	07:10:00	4696.58	4698.46	4695.83	4698.29	842	0	29
2026.05.13	07:15:00	4698.30	4702.51	4697.98	4702.14	780	0	29
2026.05.13	07:20:00	4702.14	4703.34	4700.98	4701.35	798	0	29
2026.05.13	07:25:00	4701.36	4701.67	4700.10	4701.30	694	0	29
2026.05.13	07:30:00	4701.30	4703.27	4700.17	4700.29	719	0	29
2026.05.13	07:35:00	4700.30	4702.33	4697.82	4701.75	915	0	29
2026.05.13	07:40:00	4700.90	4700.90	4697.30	4698.63	732	0	29
2026.05.13	07:45:00	4698.56	4701.30	4698.30	4701.30	669	0	29
2026.05.13	07:50:00	4701.30	4701.54	4699.17	4701.48	887	0	29
2026.05.13	07:55:00	4701.48	4701.75	4698.40	4699.55	948	0	29
2026.05.13	08:00:00	4699.56	4706.47	4698.45	4706.43	1117	0	29
2026.05.13	08:05:00	4706.53	4706.87	4703.54	4704.39	979	0	29
2026.05.13	08:10:00	4704.36	4707.32	4703.99	4705.36	979	0	29
2026.05.13	08:15:00	4705.36	4705.62	4700.80	4701.20	1019	0	29
2026.05.13	08:20:00	4701.22	4703.68	4698.74	4699.38	1021	0	29
2026.05.13	08:25:00	4699.40	4700.02	4697.90	4698.00	1009	0	29
2026.05.13	08:30:00	4697.90	4702.57	4693.67	4700.45	1625	0	29
2026.05.13	08:35:00	4700.50	4702.23	4699.28	4701.08	1401	0	29
2026.05.13	08:40:00	4701.07	4702.32	4696.36	4696.74	1465	0	29
2026.05.13	08:45:00	4696.74	4699.87	4696.74	4698.39	1279	0	29
2026.05.13	08:50:00	4698.34	4701.21	4696.31	4699.32	1289	0	29
2026.05.13	08:55:00	4699.34	4705.31	4699.34	4703.95	1319	0	29
2026.05.13	09:00:00	4703.94	4710.05	4703.32	4709.64	1415	0	29
2026.05.13	09:05:00	4709.49	4712.70	4707.48	4710.50	1378	0	29
2026.05.13	09:10:00	4710.51	4711.88	4708.83	4710.69	1297	0	29
2026.05.13	09:15:00	4710.69	4715.37	4710.68	4712.89	1270	0	29
2026.05.13	09:20:00	4712.89	4712.98	4707.63	4708.56	1353	0	29
2026.05.13	09:25:00	4708.53	4710.18	4706.88	4708.67	1246	0	29
2026.05.13	09:30:00	4708.73	4711.23	4707.74	4710.02	1287	0	29
2026.05.13	09:35:00	4710.02	4712.88	4709.26	4711.77	1249	0	29
2026.05.13	09:40:00	4711.78	4713.66	4710.72	4711.39	1266	0	29
2026.05.13	09:45:00	4711.39	4712.21	4707.34	4708.58	1186	0	29
2026.05.13	09:50:00	4708.57	4708.74	4702.59	4702.59	1358	0	29
2026.05.13	09:55:00	4702.57	4703.84	4699.02	4701.73	1363	0	29
2026.05.13	10:00:00	4701.48	4705.42	4700.02	4700.49	1447	0	29
2026.05.13	10:05:00	4701.04	4702.41	4696.70	4698.57	1350	0	29
2026.05.13	10:10:00	4698.56	4703.58	4697.52	4702.23	1246	0	29
2026.05.13	10:15:00	4702.21	4707.14	4702.18	4705.93	1207	0	29
2026.05.13	10:20:00	4705.97	4708.39	4704.33	4705.21	1098	0	29
2026.05.13	10:25:00	4705.21	4708.72	4705.15	4707.53	1076	0	29
2026.05.13	10:30:00	4707.53	4707.80	4704.69	4706.25	1008	0	29
2026.05.13	10:35:00	4706.20	4707.67	4703.04	4703.41	1000	0	29
2026.05.13	10:40:00	4703.47	4705.20	4703.25	4703.61	990	0	29
2026.05.13	10:45:00	4703.61	4704.61	4701.29	4703.52	1015	0	29
2026.05.13	10:50:00	4703.52	4704.22	4701.42	4702.62	1229	0	29
2026.05.13	10:55:00	4702.61	4704.09	4701.88	4702.79	1044	0	29
2026.05.13	11:00:00	4702.80	4704.23	4700.78	4701.13	1227	0	29
2026.05.13	11:05:00	4701.12	4701.82	4698.50	4700.40	1233	0	29
2026.05.13	11:10:00	4700.43	4701.80	4699.15	4700.14	1151	0	29
2026.05.13	11:15:00	4700.14	4701.06	4698.22	4699.00	1164	0	29
2026.05.13	11:20:00	4699.05	4700.73	4698.72	4698.98	1014	0	29
2026.05.13	11:25:00	4698.99	4699.54	4694.72	4697.03	1170	0	29
2026.05.13	11:30:00	4697.08	4698.10	4694.45	4698.01	995	0	29
2026.05.13	11:35:00	4698.02	4699.80	4697.17	4698.27	953	0	29
2026.05.13	11:40:00	4698.26	4698.95	4695.13	4695.94	1004	0	29
2026.05.13	11:45:00	4695.97	4698.57	4694.75	4697.81	1146	0	29
2026.05.13	11:50:00	4697.85	4700.66	4697.16	4700.60	1026	0	29
2026.05.13	11:55:00	4700.60	4702.75	4699.29	4700.57	1042	0	29
2026.05.13	12:00:00	4700.57	4701.77	4698.15	4700.54	1177	0	29
2026.05.13	12:05:00	4700.50	4700.58	4697.82	4698.35	1081	0	29
2026.05.13	12:10:00	4698.33	4699.22	4693.57	4694.49	1108	0	29
2026.05.13	12:15:00	4694.46	4695.18	4690.19	4690.69	1134	0	29
2026.05.13	12:20:00	4690.63	4692.17	4685.95	4686.73	1205	0	29
2026.05.13	12:25:00	4686.73	4692.10	4686.42	4688.83	1247	0	29
2026.05.13	12:30:00	4688.83	4691.74	4686.04	4688.39	1415	0	29
2026.05.13	12:35:00	4688.25	4692.78	4688.16	4690.88	1170	0	29
2026.05.13	12:40:00	4690.89	4694.40	4690.22	4694.06	985	0	29
2026.05.13	12:45:00	4694.06	4696.89	4693.08	4696.81	914	0	29
2026.05.13	12:50:00	4696.82	4698.15	4696.42	4698.05	1007	0	29
2026.05.13	12:55:00	4698.12	4700.97	4697.93	4700.86	1000	0	29
2026.05.13	13:00:00	4700.86	4701.50	4698.70	4698.96	1033	0	29
2026.05.13	13:05:00	4698.95	4710.40	4698.82	4708.72	1176	0	29
2026.05.13	13:10:00	4708.71	4709.07	4701.65	4702.29	1537	0	29
2026.05.13	13:15:00	4702.26	4703.18	4700.20	4700.58	1173	0	29
2026.05.13	13:20:00	4700.57	4705.83	4700.34	4703.30	1150	0	29
2026.05.13	13:25:00	4703.30	4703.43	4698.75	4699.61	1106	0	29
2026.05.13	13:30:00	4699.58	4699.84	4695.36	4696.18	1147	0	29
2026.05.13	13:35:00	4696.20	4697.45	4695.24	4695.92	985	0	29
2026.05.13	13:40:00	4695.92	4697.26	4694.02	4695.65	1085	0	29
2026.05.13	13:45:00	4695.64	4696.47	4693.94	4695.35	1079	0	29
2026.05.13	13:50:00	4695.36	4696.63	4694.16	4694.95	975	0	29
2026.05.13	13:55:00	4695.06	4696.61	4693.66	4694.10	1099	0	29
2026.05.13	14:00:00	4694.08	4695.49	4691.55	4693.13	1304	0	29
2026.05.13	14:05:00	4693.13	4695.06	4691.53	4694.28	1190	0	29
2026.05.13	14:10:00	4694.27	4699.17	4694.27	4699.05	1107	0	29
2026.05.13	14:15:00	4699.05	4700.49	4695.86	4697.96	1354	0	29
2026.05.13	14:20:00	4697.95	4700.53	4697.23	4698.53	1165	0	29
2026.05.13	14:25:00	4698.48	4699.52	4697.11	4698.43	990	0	29
2026.05.13	14:30:00	4698.45	4703.08	4698.15	4702.26	1312	0	29
2026.05.13	14:35:00	4702.23	4705.25	4702.23	4704.85	1313	0	29
2026.05.13	14:40:00	4704.85	4704.89	4701.00	4703.36	1205	0	29
2026.05.13	14:45:00	4703.35	4705.35	4702.32	4702.32	1181	0	29
2026.05.13	14:50:00	4702.31	4702.31	4699.99	4701.08	1113	0	29
2026.05.13	14:55:00	4701.08	4701.08	4697.35	4697.36	1150	0	29
2026.05.13	15:00:00	4697.29	4700.05	4694.86	4699.50	1421	0	29
2026.05.13	15:05:00	4699.51	4701.57	4697.80	4699.14	1191	0	29
2026.05.13	15:10:00	4699.12	4699.17	4693.61	4694.00	1278	0	29
2026.05.13	15:15:00	4693.92	4694.17	4689.29	4691.74	1446	0	29
2026.05.13	15:20:00	4691.23	4693.27	4684.87	4687.63	1675	0	29
2026.05.13	15:25:00	4687.65	4688.80	4683.23	4684.69	1470	0	29
2026.05.13	15:30:00	4684.79	4687.47	4676.20	4682.39	1994	0	29
2026.05.13	15:35:00	4682.39	4685.82	4677.26	4678.79	1901	0	29
2026.05.13	15:40:00	4678.96	4683.77	4677.65	4682.88	1703	0	29
2026.05.13	15:45:00	4682.87	4683.96	4677.56	4680.34	1679	0	29
2026.05.13	15:50:00	4680.16	4685.42	4680.06	4681.57	1552	0	29
2026.05.13	15:55:00	4681.37	4685.36	4678.64	4683.80	1600	0	29
2026.05.13	16:00:00	4683.58	4690.47	4683.58	4687.85	1725	0	29
2026.05.13	16:05:00	4687.85	4689.43	4685.44	4686.42	1601	0	29
2026.05.13	16:10:00	4686.43	4691.08	4685.32	4689.88	1485	0	29
2026.05.13	16:15:00	4689.87	4692.07	4686.46	4692.02	1498	0	29
2026.05.13	16:20:00	4691.94	4694.59	4690.28	4693.95	1439	0	29
2026.05.13	16:25:00	4694.02	4694.29	4688.17	4688.63	1570	0	29
2026.05.13	16:30:00	4688.49	4690.76	4682.37	4683.89	1941	0	29
2026.05.13	16:35:00	4683.89	4684.06	4673.12	4674.22	1956	0	29
2026.05.13	16:40:00	4674.24	4683.50	4673.46	4678.68	1980	0	29
2026.05.13	16:45:00	4678.68	4678.96	4669.43	4672.64	1957	0	29
2026.05.13	16:50:00	4672.82	4682.74	4670.08	4682.74	1948	0	29
2026.05.13	16:55:00	4682.87	4683.24	4677.52	4679.27	1884	0	29
2026.05.13	17:00:00	4679.34	4680.43	4672.87	4676.69	1958	0	29
2026.05.13	17:05:00	4676.69	4680.78	4674.00	4677.71	1958	0	29
2026.05.13	17:10:00	4677.24	4683.19	4677.03	4681.27	1830	0	29
2026.05.13	17:15:00	4681.22	4682.26	4673.55	4673.99	1789	0	29
2026.05.13	17:20:00	4674.05	4682.11	4673.50	4681.75	1745	0	29
2026.05.13	17:25:00	4681.76	4685.40	4681.16	4684.23	1645	0	29
2026.05.13	17:30:00	4684.23	4690.38	4683.13	4689.96	1751	0	29
2026.05.13	17:35:00	4689.98	4690.90	4684.91	4686.37	1746	0	29
2026.05.13	17:40:00	4686.38	4688.53	4683.57	4683.76	1686	0	29
2026.05.13	17:45:00	4683.75	4684.94	4677.23	4681.54	1864	0	29
2026.05.13	17:50:00	4681.56	4682.34	4678.18	4681.05	1696	0	29
2026.05.13	17:55:00	4681.05	4683.28	4678.83	4679.73	1713	0	29
2026.05.13	18:00:00	4679.72	4686.09	4678.92	4684.24	1640	0	29
2026.05.13	18:05:00	4684.26	4688.83	4681.94	4688.38	1599	0	29
2026.05.13	18:10:00	4688.37	4690.77	4686.10	4687.49	1623	0	29
2026.05.13	18:15:00	4687.50	4687.87	4685.40	4687.12	1515	0	29
2026.05.13	18:20:00	4687.13	4690.01	4685.29	4688.02	1508	0	29
2026.05.13	18:25:00	4688.01	4691.71	4687.52	4691.17	1553	0	29
2026.05.13	18:30:00	4691.11	4695.76	4686.94	4695.31	1602	0	29
2026.05.13	18:35:00	4695.38	4699.10	4694.48	4698.85	1624	0	29
2026.05.13	18:40:00	4698.85	4699.80	4697.04	4699.27	1571	0	29
2026.05.13	18:45:00	4699.34	4699.55	4696.41	4698.42	1481	0	29
2026.05.13	18:50:00	4698.47	4698.57	4694.69	4695.71	1467	0	29
2026.05.13	18:55:00	4695.71	4698.03	4694.55	4695.45	1433	0	29
2026.05.13	19:00:00	4695.43	4699.40	4695.09	4697.70	1548	0	29
2026.05.13	19:05:00	4697.70	4701.74	4696.52	4700.91	1405	0	29
2026.05.13	19:10:00	4700.83	4702.85	4699.19	4702.07	1340	0	29
2026.05.13	19:15:00	4702.11	4703.67	4698.65	4699.57	1370	0	29
2026.05.13	19:20:00	4699.56	4709.58	4698.71	4705.84	1437	0	29
2026.05.13	19:25:00	4705.90	4709.85	4703.81	4706.87	1677	0	29
2026.05.13	19:30:00	4706.93	4707.66	4702.33	4704.02	1614	0	29
2026.05.13	19:35:00	4704.04	4704.24	4701.69	4702.88	1256	0	29
2026.05.13	19:40:00	4702.87	4703.07	4699.71	4699.98	1450	0	29
2026.05.13	19:45:00	4699.93	4701.46	4698.56	4699.58	1359	0	29
2026.05.13	19:50:00	4699.54	4699.63	4695.33	4696.31	1381	0	29
2026.05.13	19:55:00	4696.30	4697.66	4694.98	4695.63	1216	0	29
2026.05.13	20:00:00	4695.79	4699.32	4695.68	4696.74	1280	0	29
2026.05.13	20:05:00	4696.77	4699.81	4696.35	4699.50	1247	0	29
2026.05.13	20:10:00	4699.49	4700.97	4698.49	4699.71	1099	0	29
2026.05.13	20:15:00	4699.64	4699.79	4696.88	4699.75	1158	0	29
2026.05.13	20:20:00	4699.75	4701.22	4697.13	4697.57	1100	0	29
2026.05.13	20:25:00	4697.57	4700.05	4696.65	4698.36	1445	0	29
2026.05.13	20:30:00	4698.40	4698.43	4690.27	4690.37	1416	0	29
2026.05.13	20:35:00	4690.42	4692.77	4690.12	4691.03	1451	0	29
2026.05.13	20:40:00	4691.03	4693.53	4690.79	4691.13	1334	0	29
2026.05.13	20:45:00	4691.14	4694.39	4690.38	4691.24	1279	0	29
2026.05.13	20:50:00	4691.24	4692.33	4688.36	4688.83	1226	0	29
2026.05.13	20:55:00	4688.81	4689.70	4684.50	4685.54	1364	0	29
2026.05.13	21:00:00	4685.56	4689.39	4684.36	4687.82	1412	0	29
2026.05.13	21:05:00	4687.82	4691.39	4687.71	4690.64	1091	0	29
2026.05.13	21:10:00	4690.64	4692.66	4690.44	4692.40	1058	0	29
2026.05.13	21:15:00	4692.41	4693.99	4690.30	4690.74	1212	0	29
2026.05.13	21:20:00	4690.73	4691.03	4688.78	4690.30	1193	0	29
2026.05.13	21:25:00	4690.31	4692.08	4690.11	4691.93	1154	0	29
2026.05.13	21:30:00	4691.92	4692.69	4690.19	4691.20	1012	0	29
2026.05.13	21:35:00	4691.18	4691.24	4687.20	4690.01	1252	0	29
2026.05.13	21:40:00	4690.01	4691.26	4685.76	4686.08	1179	0	29
2026.05.13	21:45:00	4686.08	4687.56	4677.61	4679.35	1517	0	29
2026.05.13	21:50:00	4679.35	4687.38	4679.35	4686.98	1383	0	29
2026.05.13	21:55:00	4687.00	4687.39	4684.36	4684.90	1209	0	29
2026.05.13	22:00:00	4684.90	4685.96	4683.84	4684.21	1145	0	29
2026.05.13	22:05:00	4684.15	4686.61	4683.31	4686.48	918	0	29
2026.05.13	22:10:00	4686.47	4689.08	4685.56	4689.03	962	0	29
2026.05.13	22:15:00	4689.09	4690.47	4687.00	4688.04	1040	0	29
2026.05.13	22:20:00	4688.05	4690.09	4687.42	4687.93	1096	0	29
2026.05.13	22:25:00	4687.98	4688.51	4686.57	4687.14	1158	0	29
2026.05.13	22:30:00	4687.13	4688.56	4684.53	4685.19	1051	0	29
2026.05.13	22:35:00	4685.19	4689.05	4684.67	4688.85	1032	0	29
2026.05.13	22:40:00	4688.83	4688.87	4687.25	4688.45	967	0	29
2026.05.13	22:45:00	4688.44	4689.37	4687.42	4689.21	998	0	29
2026.05.13	22:50:00	4689.19	4689.19	4683.61	4685.65	1545	0	29
2026.05.13	22:55:00	4685.75	4688.94	4685.71	4688.21	1259	0	29
2026.05.13	23:00:00	4688.08	4688.52	4685.96	4686.77	829	0	29
2026.05.13	23:05:00	4686.78	4689.15	4686.78	4689.00	727	0	29
2026.05.13	23:10:00	4689.03	4690.97	4689.03	4690.86	551	0	29
2026.05.13	23:15:00	4690.86	4691.06	4690.23	4690.96	657	0	29
2026.05.13	23:20:00	4690.96	4693.26	4690.69	4692.75	587	0	29
2026.05.13	23:25:00	4692.81	4693.39	4691.19	4691.28	580	0	29
2026.05.13	23:30:00	4691.24	4692.76	4689.17	4689.70	581	0	34
2026.05.13	23:35:00	4689.79	4691.33	4689.40	4691.33	530	0	34
2026.05.13	23:40:00	4691.30	4691.67	4689.81	4690.63	489	0	34
2026.05.13	23:45:00	4690.63	4690.98	4688.57	4688.89	542	0	34
2026.05.13	23:50:00	4688.90	4689.31	4687.83	4688.07	521	0	34
